,GICS,TOPIX,Turnover,advisor,code,currencyCode,sector,side,strategy,firstTradeDate
2014/12/31,Consumer Discretionary,Construction,68715000,HA,1407,JPY,Tail,S,Solar,2014-12-03
2014/12/31,Consumer Discretionary,Construction,10892600,HA,1407,JPY,Tail,S,Solar,2014-12-03
2014/12/31,Consumer Discretionary,Construction,2850400,HA,1407,JPY,Tail,S,Solar,2014-12-03
2014/12/31,Index,Index,2858498100,Bal,1552,JPY,Vol,L,Balance,2012-03-19
2014/12/31,Index,Index,444153880,Bal,1552,JPY,Vol,L,Balance,2012-03-19
2014/12/31,Index,Index,114364520,Bal,1552,JPY,Vol,L,Balance,2012-03-19
2014/12/31,Industrials,Construction,28908000,HA,1793,JPY,Tail,L,Abe,2014-07-18
2014/12/31,Industrials,Construction,10286000,HA,1799,JPY,Tail,L,Abe,2014-07-18
2014/12/31,Industrials,Construction,27048000,HA,1810,JPY,TailRR,L,Abe,2013-10-29
2014/12/31,Industrials,Construction,520457000,HA,1812,JPY,TailRR,L,Abe,2014-03-14
2014/12/31,Industrials,Construction,88323000,HA,1812,JPY,TailRR,L,Abe,2014-03-14
2014/12/31,Industrials,Construction,25948000,HA,1812,JPY,TailRR,L,Abe,2014-03-14
2014/12/31,Industrials,Construction,1093596000,HA,1824,JPY,Tail,L,Abe,2014-09-30
2014/12/31,Industrials,Construction,169764000,HA,1824,JPY,Tail,L,Abe,2014-09-30
2014/12/31,Industrials,Construction,44415000,HA,1824,JPY,Tail,L,Abe,2014-09-30
2014/12/31,Industrials,Construction,3990000,HA,1867,JPY,Tail,L,Abe,2014-12-26
2014/12/31,Industrials,Construction,23193000,HA,1869,JPY,Tail,L,Abe,2013-09-05
2014/12/31,Industrials,Construction,512325000,HA,1885,JPY,TailSens,L,Abe,2013-10-15
2014/12/31,Industrials,Construction,94599000,HA,1885,JPY,TailSens,L,Abe,2013-10-15
2014/12/31,Industrials,Construction,90045000,HA,1885,JPY,TailSens,L,Abe,2013-10-15
2014/12/31,Industrials,Construction,725493600,HA,1893,JPY,Tail,L,Abe,2014-11-13
2014/12/31,Industrials,Construction,31588200,HA,1893,JPY,Tail,L,Abe,2014-11-13
2014/12/31,Industrials,Construction,118652400,HA,1893,JPY,Tail,L,Abe,2014-11-13
2014/12/31,Industrials,Construction,43475000,HA,1938,JPY,Tail,L,Abe,2013-10-29
2014/12/31,Industrials,Construction,699556000,HA,1944,JPY,Tail,L,North,2014-07-09
2014/12/31,Industrials,Construction,34244000,HA,1944,JPY,Tail,L,North,2014-07-09
2014/12/31,Industrials,Construction,123523000,HA,1944,JPY,Tail,L,North,2014-07-09
2014/12/31,Industrials,Construction,30704000,HA,1961,JPY,Tail,L,Abe,2014-06-10
2014/12/31,Industrials,Construction,115544000,HA,1961,JPY,Tail,L,Abe,2014-06-10
2014/12/31,Consumer Staples,Foods,1448825000,SM,2206,JPY,Tail,L,Foods,2014-10-31
2014/12/31,Consumer Staples,Foods,65450000,SM,2206,JPY,Tail,L,Foods,2014-10-31
2014/12/31,Consumer Staples,Foods,240550000,SM,2206,JPY,Tail,L,Foods,2014-10-31
2014/12/31,Consumer Staples,Foods,1437710000,SM,2282,JPY,Tail,L,Foods,2014-12-16
2014/12/31,Consumer Staples,Foods,60674000,SM,2282,JPY,Tail,L,Foods,2014-12-16
2014/12/31,Consumer Staples,Foods,229506000,SM,2282,JPY,Tail,L,Foods,2014-12-16
2014/12/31,Information Technology,Information  and  Communication,589360000,TT,2326,JPY,Tail,L,Blackswan,2013-07-25
2014/12/31,Information Technology,Information  and  Communication,44520000,TT,2326,JPY,Tail,L,Blackswan,2013-07-25
2014/12/31,Information Technology,Information  and  Communication,108120000,TT,2326,JPY,Tail,L,Blackswan,2013-07-25
2014/12/31,Health Care,Services,1364918100,HA,2413,JPY,TailRR,L,Healthcare,2013-09-12
2014/12/31,Health Care,Services,212617300,HA,2413,JPY,TailRR,L,Healthcare,2013-09-12
2014/12/31,Health Care,Services,54823300,HA,2413,JPY,TailRR,L,Healthcare,2013-09-12
2014/12/31,Information Technology,Services,1971187200,TT,2432,JPY,Tail,L,SNS,2014-12-12
2014/12/31,Information Technology,Services,313203600,TT,2432,JPY,Tail,L,SNS,2014-12-12
2014/12/31,Information Technology,Services,81843600,TT,2432,JPY,Tail,L,SNS,2014-12-12
2014/12/31,Information Technology,Services,45562500,TT,2468,JPY,Tail,L,Voice,2014-07-08
2014/12/31,Information Technology,Services,12500000,TT,2468,JPY,Tail,L,Voice,2014-07-08
2014/12/31,Consumer Staples,Foods,1422449400,SM,2503,JPY,Tail,S,Foods,2014-12-16
2014/12/31,Consumer Staples,Foods,58981800,SM,2503,JPY,Tail,S,Foods,2014-12-16
2014/12/31,Consumer Staples,Foods,225597900,SM,2503,JPY,Tail,S,Foods,2014-12-16
2014/12/31,Consumer Staples,Foods,553372400,SM,2607,JPY,Tail,L,Foods,2014-09-24
2014/12/31,Consumer Staples,Foods,94279400,SM,2607,JPY,Tail,L,Foods,2014-09-24
2014/12/31,Consumer Staples,Foods,26299800,SM,2607,JPY,Tail,L,Foods,2014-09-24
2014/12/31,Consumer Discretionary,Retail Trade,134300000,SM,2685,JPY,Tail,L,Retail,2014-09-18
2014/12/31,Consumer Discretionary,Retail Trade,34444000,SM,2685,JPY,Tail,L,Retail,2014-09-18
2014/12/31,Consumer Discretionary,Retail Trade,675121000,SM,2702,JPY,Tail,S,Yutai,2014-12-16
2014/12/31,Consumer Discretionary,Retail Trade,107304000,SM,2702,JPY,Tail,S,Yutai,2014-12-16
2014/12/31,Consumer Discretionary,Retail Trade,27878000,SM,2702,JPY,Tail,S,Yutai,2014-12-16
2014/12/31,Consumer Discretionary,Other Products,333926000,TT,2706,JPY,Tail,L,Gamesoft,2014-10-10
2014/12/31,Consumer Discretionary,Other Products,56735000,TT,2706,JPY,Tail,L,Gamesoft,2014-10-10
2014/12/31,Consumer Discretionary,Other Products,14589000,TT,2706,JPY,Tail,L,Gamesoft,2014-10-10
2014/12/31,Consumer Discretionary,Retail Trade,215812000,SM,2726,JPY,Tail,L,Retail,2014-12-15
2014/12/31,Consumer Discretionary,Wholesale Trade,181557600,TT,2767,JPY,Tail,S,Pachinko,2014-09-04
2014/12/31,Consumer Staples,Foods,1390660000,SM,2802,JPY,Tail,L,Foods,2014-09-18
2014/12/31,Consumer Staples,Foods,237758000,SM,2802,JPY,Tail,L,Foods,2014-09-18
2014/12/31,Consumer Staples,Foods,65047000,SM,2802,JPY,Tail,L,Foods,2014-09-18
2014/12/31,Consumer Staples,Foods,634556900,SM,2809,JPY,Tail,L,Foods,2014-12-04
2014/12/31,Consumer Staples,Foods,100394600,SM,2809,JPY,Tail,L,Foods,2014-12-04
2014/12/31,Consumer Staples,Foods,26111600,SM,2809,JPY,Tail,L,Foods,2014-12-04
2014/12/31,Consumer Staples,Foods,20197100,HA,2904,JPY,Tail,S,Index,2014-12-16
2014/12/31,Consumer Staples,Foods,249559200,HA,2931,JPY,Tail,S,Biohazard,2014-11-27
2014/12/31,Consumer Staples,Foods,41141100,HA,2931,JPY,Tail,S,Biohazard,2014-11-27
2014/12/31,Consumer Staples,Foods,10699700,HA,2931,JPY,Tail,S,Biohazard,2014-11-27
2014/12/31,Information Technology,Wholesale Trade,398370000,Adv,3107,JPY,TailRR,L,Blackswan,2013-02-08
2014/12/31,Information Technology,Wholesale Trade,61950000,Adv,3107,JPY,TailRR,L,Blackswan,2013-02-08
2014/12/31,Information Technology,Wholesale Trade,17010000,Adv,3107,JPY,TailRR,L,Blackswan,2013-02-08
2014/12/31,Industrials,Wholesale Trade,16915000,HA,3166,JPY,Tail,S,Index,2014-12-30
2014/12/31,Financials,Real Estate,36205000,HA,3230,JPY,Tail,L,Real Estate,2014-01-16
2014/12/31,Financials,Real Estate,702975000,HA,3278,JPY,Tail,L,REIT,2013-07-18
2014/12/31,Financials,Real Estate,109592000,HA,3278,JPY,Tail,L,REIT,2013-07-18
2014/12/31,Financials,Real Estate,28119000,HA,3278,JPY,Tail,L,REIT,2013-07-18
2014/12/31,Financials,Real Estate,189128100,HA,3288,JPY,Tail,L,Housing,2014-12-19
2014/12/31,Financials,Real Estate,30374400,HA,3288,JPY,Tail,L,Housing,2014-12-19
2014/12/31,Financials,Real Estate,7830900,HA,3288,JPY,Tail,L,Housing,2014-12-19
2014/12/31,Consumer Discretionary,Real Estate,705153800,HA,3291,JPY,Tail,L,Housing,2014-12-19
2014/12/31,Consumer Discretionary,Real Estate,112180200,HA,3291,JPY,Tail,L,Housing,2014-12-19
2014/12/31,Consumer Discretionary,Real Estate,29116600,HA,3291,JPY,Tail,L,Housing,2014-12-19
2014/12/31,Financials,Real Estate,356875100,HA,3309,JPY,Tail,L,IPO,2014-11-25
2014/12/31,Financials,Real Estate,57421800,HA,3309,JPY,Tail,L,IPO,2014-11-25
2014/12/31,Financials,Real Estate,14563500,HA,3309,JPY,Tail,L,IPO,2014-11-25
2014/12/31,Consumer Discretionary,Retail Trade,70659600,SM,3333,JPY,Tail,L,Bicycle,2014-02-25
2014/12/31,Consumer Discretionary,Retail Trade,19220300,SM,3333,JPY,Tail,L,Bicycle,2014-02-25
2014/12/31,Consumer Discretionary,Retail Trade,361164600,SM,3397,JPY,Tail,L,Retail,2014-08-06
2014/12/31,Consumer Discretionary,Retail Trade,26828400,SM,3397,JPY,Tail,L,Retail,2014-08-06
2014/12/31,Materials,Textiles  and  Apparel,674421000,CS,3401,JPY,CH,L,Chemicals,2014-11-05
2014/12/31,Materials,Textiles  and  Apparel,110745000,CS,3401,JPY,CH,L,Chemicals,2014-11-05
2014/12/31,Materials,Textiles  and  Apparel,30174000,CS,3401,JPY,CH,L,Chemicals,2014-11-05
2014/12/31,Materials,Textiles  and  Apparel,710658800,CS,3402,JPY,CH,L,Chemicals,2014-11-21
2014/12/31,Materials,Textiles  and  Apparel,110374800,CS,3402,JPY,CH,L,Chemicals,2014-11-21
2014/12/31,Materials,Textiles  and  Apparel,28077800,CS,3402,JPY,CH,L,Chemicals,2014-11-21
2014/12/31,Information Technology,Metal Products,350674500,CS,3436,JPY,Tech,L,Tech,2014-11-27
2014/12/31,Information Technology,Metal Products,14691600,CS,3436,JPY,Tech,L,Tech,2014-11-27
2014/12/31,Information Technology,Metal Products,56142900,CS,3436,JPY,Tech,L,Tech,2014-11-27
2014/12/31,Financials,Real Estate,381743100,HA,3451,JPY,Tail,L,IPO,2014-11-20
2014/12/31,Financials,Real Estate,14677200,HA,3451,JPY,Tail,L,IPO,2014-11-20
2014/12/31,Financials,Real Estate,56806200,HA,3451,JPY,Tail,L,IPO,2014-11-20
2014/12/31,Information Technology,Information  and  Communication,1449743000,TT,3626,JPY,Tail,L,Software,2014-10-10
2014/12/31,Information Technology,Information  and  Communication,65484000,TT,3626,JPY,Tail,L,Software,2014-10-10
2014/12/31,Information Technology,Information  and  Communication,238107100,TT,3626,JPY,Tail,L,Software,2014-10-10
2014/12/31,Information Technology,Information  and  Communication,4564800,TT,3655,JPY,Tail,L,Wearable,2014-12-29
2014/12/31,Information Technology,Information  and  Communication,171612000,TT,3769,JPY,Tail,L,NFC,2014-09-19
2014/12/31,Information Technology,Information  and  Communication,9709200,TT,3793,JPY,Tail,S,SNS,2014-10-22
2014/12/31,Information Technology,Information  and  Communication,39735800,TT,3793,JPY,Tail,S,SNS,2014-10-22
2014/12/31,Materials,Pulp  and  Paper,605268000,CS,3880,JPY,Tail,L,Paper,2014-09-09
2014/12/31,Materials,Pulp  and  Paper,29670000,CS,3880,JPY,Tail,L,Paper,2014-09-09
2014/12/31,Materials,Pulp  and  Paper,105823000,CS,3880,JPY,Tail,L,Paper,2014-09-09
2014/12/31,Materials,Chemicals,2063306000,CS,4042,JPY,CH,L,Chemicals,2014-09-25
2014/12/31,Materials,Chemicals,82626000,CS,4042,JPY,CH,L,Chemicals,2014-09-25
2014/12/31,Materials,Chemicals,321128000,CS,4042,JPY,CH,L,Chemicals,2014-09-25
2014/12/31,Materials,Chemicals,66504000,CS,4082,JPY,Tail,L,Hydro,2014-10-20
2014/12/31,Materials,Chemicals,1190934000,CS,4182,JPY,CH,S,Chemicals,2014-11-28
2014/12/31,Materials,Chemicals,49167000,CS,4182,JPY,CH,S,Chemicals,2014-11-28
2014/12/31,Materials,Chemicals,187563000,CS,4182,JPY,CH,S,Chemicals,2014-11-28
2014/12/31,Consumer Discretionary,Services,226319800,TT,4293,JPY,Tail,L,Internet,2014-09-29
2014/12/31,Consumer Staples,Chemicals,1464680300,SM,4452,JPY,Tail,L,Toilet,2014-10-22
2014/12/31,Consumer Staples,Chemicals,232141600,SM,4452,JPY,Tail,L,Toilet,2014-10-22
2014/12/31,Consumer Staples,Chemicals,60889600,SM,4452,JPY,Tail,L,Toilet,2014-10-22
2014/12/31,Health Care,Pharmaceutical,232970400,HA,4519,JPY,TailSens,L,Blackswan,2014-04-14
2014/12/31,Health Care,Pharmaceutical,39717600,HA,4519,JPY,TailSens,L,Blackswan,2014-04-14
2014/12/31,Health Care,Pharmaceutical,11856000,HA,4519,JPY,TailSens,L,Blackswan,2014-04-14
2014/12/31,Health Care,Pharmaceutical,297137300,HA,4549,JPY,Tail,L,Blackswan,2014-04-14
2014/12/31,Health Care,Pharmaceutical,92477400,HA,4549,JPY,Tail,L,Blackswan,2014-04-14
2014/12/31,Health Care,Pharmaceutical,28289500,HA,4549,JPY,Tail,L,Blackswan,2014-04-14
2014/12/31,Health Care,Pharmaceutical,65512200,Adv,4551,JPY,Tail,L,EF,2013-03-22
2014/12/31,Health Care,Pharmaceutical,18296200,Adv,4551,JPY,Tail,L,EF,2013-03-22
2014/12/31,Health Care,Pharmaceutical,617288000,HA,4587,JPY,Tail,L,Biohazard,2014-12-11
2014/12/31,Health Care,Pharmaceutical,98301000,HA,4587,JPY,Tail,L,Biohazard,2014-12-11
2014/12/31,Health Care,Pharmaceutical,25368000,HA,4587,JPY,Tail,L,Biohazard,2014-12-11
2014/12/31,Industrials,Services,651572000,HA,4651,JPY,Tail,S,Solar,2014-09-25
2014/12/31,Industrials,Services,108445000,HA,4651,JPY,Tail,S,Solar,2014-09-25
2014/12/31,Industrials,Services,27183000,HA,4651,JPY,Tail,S,Solar,2014-09-25
2014/12/31,Consumer Discretionary,Services,281248000,SM,4680,JPY,Tail,S,Leisure,2014-12-24
2014/12/31,Consumer Discretionary,Services,45056000,SM,4680,JPY,Tail,S,Leisure,2014-12-24
2014/12/31,Consumer Discretionary,Services,11545600,SM,4680,JPY,Tail,S,Leisure,2014-12-24
2014/12/31,Information Technology,Information  and  Communication,609550000,TT,4704,JPY,TailSens,L,Internet,2014-12-02
2014/12/31,Information Technology,Information  and  Communication,96192000,TT,4704,JPY,TailSens,L,Internet,2014-12-02
2014/12/31,Information Technology,Information  and  Communication,25050000,TT,4704,JPY,TailSens,L,Internet,2014-12-02
2014/12/31,Industrials,Services,295363500,TT,4708,JPY,TailRR,L,Big Bro,2013-12-09
2014/12/31,Industrials,Services,50286500,TT,4708,JPY,TailRR,L,Big Bro,2013-12-09
2014/12/31,Industrials,Services,13157000,TT,4708,JPY,TailRR,L,Big Bro,2013-12-09
2014/12/31,Information Technology,Information  and  Communication,507949200,Adv,4813,JPY,TailRR,L,Internet,2012-08-20
2014/12/31,Information Technology,Information  and  Communication,85750400,Adv,4813,JPY,TailRR,L,Internet,2012-08-20
2014/12/31,Information Technology,Information  and  Communication,48310800,Adv,4813,JPY,TailRR,L,Internet,2012-08-20
2014/12/31,Information Technology,Information  and  Communication,364149800,TT,4819,JPY,Tail,S,Internet,2014-12-11
2014/12/31,Information Technology,Information  and  Communication,57623300,TT,4819,JPY,Tail,S,Internet,2014-12-11
2014/12/31,Information Technology,Information  and  Communication,14912100,TT,4819,JPY,Tail,S,Internet,2014-12-11
2014/12/31,Information Technology,Chemicals,2737259600,CS,4901,JPY,Tech,L,Tech,2014-12-19
2014/12/31,Information Technology,Chemicals,436347900,CS,4901,JPY,Tech,L,Tech,2014-12-19
2014/12/31,Information Technology,Chemicals,112880500,CS,4901,JPY,Tech,L,Tech,2014-12-19
2014/12/31,Consumer Staples,Chemicals,1385842500,SM,4922,JPY,Tail,L,Cosmetics,2014-12-01
2014/12/31,Consumer Staples,Chemicals,219240000,SM,4922,JPY,Tail,L,Cosmetics,2014-12-01
2014/12/31,Consumer Staples,Chemicals,57172500,SM,4922,JPY,Tail,L,Cosmetics,2014-12-01
2014/12/31,Energy,Oil  and  Coal Products,332082000,TNi,5007,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,53010000,TNi,5007,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,13680000,TNi,5007,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,668850000,TNi,5012,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,105987000,TNi,5012,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,27783000,TNi,5012,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,2037992400,TNi,5020,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,324631800,TNi,5020,JPY,CM,L,Oil,2014-12-22
2014/12/31,Energy,Oil  and  Coal Products,84000240,TNi,5020,JPY,CM,L,Oil,2014-12-22
2014/12/31,Industrials,Glass  and  Ceramics Products,1282842000,CS,5201,JPY,Tech,S,Tech,2014-11-14
2014/12/31,Industrials,Glass  and  Ceramics Products,210273000,CS,5201,JPY,Tech,S,Tech,2014-11-14
2014/12/31,Industrials,Glass  and  Ceramics Products,55955000,CS,5201,JPY,Tech,S,Tech,2014-11-14
2014/12/31,Materials,Iron  and  Steel,1380228300,TI,5401,JPY,CM,L,Steel,2014-12-15
2014/12/31,Materials,Iron  and  Steel,219356100,TI,5401,JPY,CM,L,Steel,2014-12-15
2014/12/31,Materials,Iron  and  Steel,56870100,TI,5401,JPY,CM,L,Steel,2014-12-15
2014/12/31,Materials,Iron  and  Steel,1390057600,TI,5411,JPY,CM,L,Steel,2014-10-29
2014/12/31,Materials,Iron  and  Steel,229699200,TI,5411,JPY,CM,L,Steel,2014-10-29
2014/12/31,Materials,Iron  and  Steel,63356000,TI,5411,JPY,CM,L,Steel,2014-10-29
2014/12/31,Materials,Iron  and  Steel,1365516000,TI,5471,JPY,CM,L,Steel,2014-12-15
2014/12/31,Materials,Iron  and  Steel,216618000,TI,5471,JPY,CM,L,Steel,2014-12-15
2014/12/31,Materials,Iron  and  Steel,57125000,TI,5471,JPY,CM,L,Steel,2014-12-15
2014/12/31,Materials,Iron  and  Steel,1732080000,TI,5486,JPY,CM,L,Commodities,2014-08-20
2014/12/31,Materials,Iron  and  Steel,276308000,TI,5486,JPY,CM,L,Commodities,2014-08-20
2014/12/31,Materials,Iron  and  Steel,72170000,TI,5486,JPY,CM,L,Commodities,2014-08-20
2014/12/31,Materials,Nonferrous Metals,1186943000,TI,5706,JPY,CM,L,Commodities,2014-06-04
2014/12/31,Materials,Nonferrous Metals,197482000,TI,5706,JPY,CM,L,Commodities,2014-06-04
2014/12/31,Materials,Nonferrous Metals,55377000,TI,5706,JPY,CM,L,Commodities,2014-06-04
2014/12/31,Materials,Nonferrous Metals,1401774000,TI,5711,JPY,CM,L,Commodities,2014-12-12
2014/12/31,Materials,Nonferrous Metals,222708000,TI,5711,JPY,CM,L,Commodities,2014-12-12
2014/12/31,Materials,Nonferrous Metals,58290000,TI,5711,JPY,CM,L,Commodities,2014-12-12
2014/12/31,Materials,Nonferrous Metals,223161600,TI,5727,JPY,CM,L,Commodities,2014-12-05
2014/12/31,Industrials,Nonferrous Metals,554500000,TI,5803,JPY,CM,L,Commodities,2014-10-22
2014/12/31,Industrials,Nonferrous Metals,92500000,TI,5803,JPY,CM,L,Commodities,2014-10-22
2014/12/31,Industrials,Nonferrous Metals,26000000,TI,5803,JPY,CM,L,Commodities,2014-10-22
2014/12/31,Industrials,Nonferrous Metals,1033066400,TI,5809,JPY,CM,L,Commodities,2014-09-05
2014/12/31,Industrials,Nonferrous Metals,175146900,TI,5809,JPY,CM,L,Commodities,2014-09-05
2014/12/31,Industrials,Nonferrous Metals,49729300,TI,5809,JPY,CM,L,Commodities,2014-09-05
2014/12/31,Industrials,Metal Products,35280000,HA,5915,JPY,TailSens,L,Abe,2014-08-27
2014/12/31,Industrials,Metal Products,27690000,HA,5921,JPY,Tail,L,Abe,2014-04-22
2014/12/31,Industrials,Metal Products,669914200,HA,5938,JPY,TailRR,S,Housing,2014-11-05
2014/12/31,Industrials,Metal Products,109822000,HA,5938,JPY,TailRR,S,Housing,2014-11-05
2014/12/31,Industrials,Metal Products,29881800,HA,5938,JPY,TailRR,S,Housing,2014-11-05
2014/12/31,Industrials,Metal Products,45715000,HA,5958,JPY,Tail,L,Abe,2013-11-07
2014/12/31,Industrials,Metal Products,41205000,HA,5958,JPY,Tail,L,Abe,2013-11-07
2014/12/31,Industrials,Metal Products,26779400,HA,5973,JPY,Tail,L,Abe,2013-10-11
2014/12/31,Information Technology,Services,319930000,HA,6027,JPY,Tail,L,IPO,2014-12-03
2014/12/31,Information Technology,Services,59117500,HA,6027,JPY,Tail,L,IPO,2014-12-03
2014/12/31,Information Technology,Services,13375000,HA,6027,JPY,Tail,L,IPO,2014-12-03
2014/12/31,Industrials,Services,725077500,HA,6028,JPY,Tail,L,IPO,2014-12-05
2014/12/31,Industrials,Services,115223200,HA,6028,JPY,Tail,L,IPO,2014-12-05
2014/12/31,Industrials,Services,29792300,HA,6028,JPY,Tail,L,IPO,2014-12-05
2014/12/31,Industrials,Services,2701800,HA,6091,JPY,Tail,L,Index,2014-12-30
2014/12/31,Industrials,Machinery,1304328200,TI,6268,JPY,MA,S,Machinery,2014-10-02
2014/12/31,Industrials,Machinery,218073800,TI,6268,JPY,MA,S,Machinery,2014-10-02
2014/12/31,Industrials,Machinery,60837300,TI,6268,JPY,MA,S,Machinery,2014-10-02
2014/12/31,Industrials,Machinery,1029434000,TI,6273,JPY,MA,S,Machinery,2014-06-12
2014/12/31,Industrials,Machinery,163047000,TI,6273,JPY,MA,S,Machinery,2014-06-12
2014/12/31,Industrials,Machinery,41561000,TI,6273,JPY,MA,S,Machinery,2014-06-12
2014/12/31,Industrials,Machinery,11520000,HA,6303,JPY,Tail,L,Water,2014-07-17
2014/12/31,Industrials,Machinery,1424726400,TI,6305,JPY,MA,S,Machinery,2014-12-17
2014/12/31,Industrials,Machinery,225727200,TI,6305,JPY,MA,S,Machinery,2014-12-17
2014/12/31,Industrials,Machinery,59320800,TI,6305,JPY,MA,S,Machinery,2014-12-17
2014/12/31,Industrials,Machinery,169918000,TI,6310,JPY,MA,S,Machinery,2014-09-26
2014/12/31,Industrials,Machinery,46945000,TI,6310,JPY,MA,S,Machinery,2014-09-26
2014/12/31,Industrials,Construction,624726000,TI,6366,JPY,MA,S,Machinery,2014-11-04
2014/12/31,Industrials,Construction,101606000,TI,6366,JPY,MA,S,Machinery,2014-11-04
2014/12/31,Industrials,Construction,28168000,TI,6366,JPY,MA,S,Machinery,2014-11-04
2014/12/31,Industrials,Machinery,1403731200,TI,6383,JPY,MA,L,Machinery,2014-11-19
2014/12/31,Industrials,Machinery,220078800,TI,6383,JPY,MA,L,Machinery,2014-11-19
2014/12/31,Industrials,Machinery,57223200,TI,6383,JPY,MA,L,Machinery,2014-11-19
2014/12/31,Consumer Discretionary,Machinery,1568603600,TT,6460,JPY,Tail,S,Pachinko,2014-09-04
2014/12/31,Consumer Discretionary,Machinery,266231600,TT,6460,JPY,Tail,S,Pachinko,2014-09-04
2014/12/31,Consumer Discretionary,Machinery,75466000,TT,6460,JPY,Tail,S,Pachinko,2014-09-04
2014/12/31,Industrials,Electric Appliances,824428000,CS,6479,JPY,Tech,L,Tech,2014-12-04
2014/12/31,Industrials,Electric Appliances,129888000,CS,6479,JPY,Tech,L,Tech,2014-12-04
2014/12/31,Industrials,Electric Appliances,34276000,CS,6479,JPY,Tech,L,Tech,2014-12-04
2014/12/31,Information Technology,Electric Appliances,1286199600,CS,6501,JPY,Tech,L,Tech,2014-10-24
2014/12/31,Information Technology,Electric Appliances,214366600,CS,6501,JPY,Tech,L,Tech,2014-10-24
2014/12/31,Information Technology,Electric Appliances,60346900,CS,6501,JPY,Tech,L,Tech,2014-10-24
2014/12/31,Industrials,Electric Appliances,858924000,TI,6503,JPY,MA,L,Machinery,2014-09-29
2014/12/31,Industrials,Electric Appliances,146046000,TI,6503,JPY,MA,L,Machinery,2014-09-29
2014/12/31,Industrials,Electric Appliances,40488000,TI,6503,JPY,MA,L,Machinery,2014-09-29
2014/12/31,Industrials,Electric Appliances,61588000,HA,6507,JPY,TailRR,L,Pension,2014-10-08
2014/12/31,Industrials,Machinery,200386400,TI,6581,JPY,Tail,S,Machinery,2014-11-28
2014/12/31,Industrials,Machinery,2079660000,TI,6586,JPY,MA,S,Machinery,2014-12-01
2014/12/31,Industrials,Machinery,329348000,TI,6586,JPY,MA,S,Machinery,2014-12-01
2014/12/31,Industrials,Machinery,84940000,TI,6586,JPY,MA,S,Machinery,2014-12-01
2014/12/31,Industrials,Electric Appliances,1221740000,CS,6592,JPY,Tech,L,Tech,2014-01-14
2014/12/31,Industrials,Electric Appliances,211640000,CS,6592,JPY,Tech,L,Tech,2014-01-14
2014/12/31,Industrials,Electric Appliances,58682000,CS,6592,JPY,Tech,L,Tech,2014-01-14
2014/12/31,Industrials,Electric Appliances,1309546800,CS,6594,JPY,Tech,L,Tech,2013-06-24
2014/12/31,Industrials,Electric Appliances,215117400,CS,6594,JPY,Tech,L,Tech,2013-06-24
2014/12/31,Industrials,Electric Appliances,54171900,CS,6594,JPY,Tech,L,Tech,2013-06-24
2014/12/31,Information Technology,Electric Appliances,152575800,CS,6640,JPY,Tail,L,Tech,2014-11-21
2014/12/31,Information Technology,Electric Appliances,1380485000,TI,6645,JPY,MA,S,Machinery,2014-12-22
2014/12/31,Information Technology,Electric Appliances,219635000,TI,6645,JPY,MA,S,Machinery,2014-12-22
2014/12/31,Information Technology,Electric Appliances,56680000,TI,6645,JPY,MA,S,Machinery,2014-12-22
2014/12/31,Information Technology,Electric Appliances,486254000,CS,6740,JPY,Tech,L,Tech,2014-12-16
2014/12/31,Information Technology,Electric Appliances,77108000,CS,6740,JPY,Tech,L,Tech,2014-12-16
2014/12/31,Information Technology,Electric Appliances,20165000,CS,6740,JPY,Tech,L,Tech,2014-12-16
2014/12/31,Information Technology,Electric Appliances,1368559300,TT,6754,JPY,TailRR,S,Tech,2014-12-15
2014/12/31,Information Technology,Electric Appliances,217230300,TT,6754,JPY,TailRR,S,Tech,2014-12-15
2014/12/31,Information Technology,Electric Appliances,56851600,TT,6754,JPY,TailRR,S,Tech,2014-12-15
2014/12/31,Consumer Discretionary,Electric Appliances,1409650000,TI,6755,JPY,TailRR,S,Machinery,2014-12-11
2014/12/31,Consumer Discretionary,Electric Appliances,227175000,TI,6755,JPY,TailRR,S,Machinery,2014-12-11
2014/12/31,Consumer Discretionary,Electric Appliances,57085000,TI,6755,JPY,TailRR,S,Machinery,2014-12-11
2014/12/31,Information Technology,Electric Appliances,1721264000,CS,6762,JPY,Tech,L,Tech,2014-10-24
2014/12/31,Information Technology,Electric Appliances,287116000,CS,6762,JPY,Tech,L,Tech,2014-10-24
2014/12/31,Information Technology,Electric Appliances,79476000,CS,6762,JPY,Tech,L,Tech,2014-10-24
2014/12/31,Information Technology,Electric Appliances,600989000,TT,6804,JPY,Tech,L,Smart Car,2014-08-26
2014/12/31,Information Technology,Electric Appliances,102901700,TT,6804,JPY,Tech,L,Smart Car,2014-08-26
